,ORIG_FID,OBJECTID *,NAME,BOROUGH,Long,Lat,Length,Width,Diameter,Radius
610,610,611,Manor Park,Newham,0.044292,51.549965,1616.446785,1352.688701,2107.76349,1054
611,611,612,Little Ilford,Newham,0.056911,51.553763,2529.509545,1288.886901,2838.951916,1419
612,612,613,Gascoigne,Barking and Dagenham,0.082948,51.532414,1963.999231,1227.119232,2315.839932,1158
613,613,614,Thames,Barking and Dagenham,0.118563,51.523614,4690.237484,2512.280534,5320.703068,2660
614,614,615,River,Barking and Dagenham,0.152948,51.524328,3661.53435,1767.35966,4065.758719,2033
615,615,616,Village,Barking and Dagenham,0.166279,51.539048,2746.52636,1686.421861,3222.952953,1611
616,616,617,Abbey,Barking and Dagenham,0.077935,51.539711,1725.45985,1316.829311,2170.541667,1085
617,617,618,Longbridge,Barking and Dagenham,0.096579,51.543838,2043.210267,1349.434382,2448.608043,1224
618,618,619,Eastbury,Barking and Dagenham,0.105683,51.535896,2816.61362,892.971289,2954.777489,1477
619,619,620,Goresbrook,Barking and Dagenham,0.135579,51.53609,1797.599887,1150.388682,2134.188247,1067
620,620,621,Mayesbrook,Barking and Dagenham,0.11917,51.54404,2059.808029,1420.936827,2502.37299,1251
621,621,622,Becontree,Barking and Dagenham,0.118956,51.554534,1993.553006,1159.868124,2306.414458,1153
622,622,623,Alibon,Barking and Dagenham,0.148269,51.545589,2046.524978,1074.932034,2311.653816,1156
623,623,624,Valence,Barking and Dagenham,0.134158,51.560572,1662.762762,1268.130074,2091.156113,1046
624,624,625,Heath,Barking and Dagenham,0.154339,51.557524,2175.399734,1637.677888,2722.930933,1361
625,625,626,Whalebone,Barking and Dagenham,0.142166,51.567745,1645.114373,1588.394967,2286.788112,1143
626,626,627,Eastbrook,Barking and Dagenham,0.17358,51.553647,2428.007611,2114.093255,3219.411631,1610
627,627,628,Chadwell Heath,Barking and Dagenham,0.139985,51.584751,3182.936502,1722.147816,3618.960883,1809
628,628,629,Parsloes,Barking and Dagenham,0.134974,51.550182,1500.690426,1340.509001,2012.221692,1006
629,629,630,Castle Baynard,City of London,-0.104723,51.512754,954.862248,830.825105,1265.714134,633
630,630,631,Farringdon Without,City of London,-0.107414,51.515612,1052.210196,989.215071,1444.192769,722
631,631,632,Farringdon Within,City of London,-0.101834,51.516125,1109.99715,571.863028,1248.647667,624
632,632,633,Cripplegate,City of London,-0.093928,51.520287,671.275121,437.316802,801.1593308,401
633,633,634,Langbourn,City of London,-0.083985,51.512355,598.288004,151.148583,617.0854316,309
634,634,635,Tower,City of London,-0.077373,51.510943,781.693519,510.926086,933.8577103,467
635,635,636,Bishopsgate,City of London,-0.081111,51.518384,694.770407,615.757296,928.3657501,464
636,636,637,Queenhithe,City of London,-0.09755,51.510641,361.160958,288.35518,462.1535972,231
637,637,638,Vintry,City of London,-0.094024,51.510781,449.675075,376.328254,586.3707256,293
638,638,639,Cordwainer,City of London,-0.092553,51.512987,340.227873,201.090036,395.2115992,198
639,639,640,Bread Street,City of London,-0.097902,51.513867,482.838839,342.720624,592.1070601,296
640,640,641,Cheap,City of London,-0.094867,51.51513,582.020838,236.997752,628.4235756,314
641,641,642,Bassishaw,City of London,-0.09265,51.516818,419.744612,338.502339,539.2303523,270
642,642,643,Aldersgate,City of London,-0.096355,51.519003,626.985211,242.342106,672.1905616,336
643,643,644,Dowgate,City of London,-0.090307,51.509954,388.456307,324.365884,506.074628,253
644,644,645,Bridge,City of London,-0.086107,51.509662,542.221837,275.243438,608.081796,304
645,645,646,Billingsgate,City of London,-0.082661,51.50918,495.945958,373.883037,621.088495,311
646,646,647,Walbrook,City of London,-0.089061,51.51362,436.130112,393.245837,587.2408049,294
647,647,648,Cornhill,City of London,-0.084772,51.514454,581.952632,243.427989,630.8138011,315
648,648,649,Lime Street,City of London,-0.082381,51.514075,396.544711,180.057884,435.5095285,218
649,649,650,Aldgate,City of London,-0.07906,51.513824,450.425099,364.702669,579.5608739,290
650,650,651,Broad Street,City of London,-0.086028,51.516041,496.10954,287.61232,573.4505404,287
651,651,652,Coleman Street,City of London,-0.088644,51.517958,658.361775,570.90395,871.4192716,436
652,652,653,Portsoken,City of London,-0.075397,51.51427,584.410219,283.761354,649.6582256,325
653,653,654,Candlewick,City of London,-0.087263,51.511503,272.691931,265.089043,380.3065736,190
